1.0, 0.0,0.4652543, -0.46265167,0.026382148, -0.08752015,
1.0, 0.0,0.45519006, -0.45075682,0.029684693, -0.060529232,
1.0, 0.0,0.44470322, -0.43777272,0.034091175, -0.031903118,
1.0, 0.0,0.43477476, -0.42487633,0.039239585, -0.004300207,
1.0, 0.0,0.4253264, -0.412007,0.045092285, 0.022451669,
1.0, 0.0,0.41568452, -0.39821464,0.052105427, 0.05027458,
1.0, 0.0,0.40645212, -0.38431814,0.059895575, 0.07745117,
1.0, 0.0,0.3881603, 0.3544731,0.021473318, -0.09145442,
1.0, 0.0,0.3961087, 0.36785093,0.0140939355, -0.06501785,
1.0, 0.0,0.40500474, 0.38207293,0.006987095, -0.0361287,
1.0, 0.0,0.4138074, 0.39544576,0.0010414124, -0.008206129,
1.0, 0.0,0.42330158, 0.40916747,-0.0042696595, 0.021232665,
1.0, 0.0,0.43309134, 0.4226269,-0.008651376, 0.05090943,
1.0, 0.0,0.44265485, 0.43516114,-0.011945844, 0.079283625,
1.0, 0.0,0.46911818, -0.46707946,0.073955685, -0.046181947,
1.0, 0.0,0.458261, -0.45444214,0.079089075, -0.019084007,
1.0, 0.0,0.4483335, -0.44233796,0.08466861, 0.0060546696,
1.0, 0.0,0.43803668, -0.42918056,0.091415495, 0.032513857,
1.0, 0.0,0.39805305, -0.3710214,-0.074267656, -0.03903714,
1.0, 0.0,0.3852349, -0.3493722,-0.06762189, 0.008707643,
1.0, 0.0,0.37356538, -0.3279891,-0.05907303, 0.05427316,
1.0, 0.0,0.37775296, 0.3358643,-0.021323174, -0.081305414,
1.0, 0.0,0.38553303, 0.3498951,-0.028284073, -0.05265647,
1.0, 0.0,0.39401585, 0.364389,-0.034658104, -0.022303373,
1.0, 0.0,0.40251, 0.3781558,-0.03990054, 0.007257819,
1.0, 0.0,0.41122812, 0.39159137,-0.044210017, 0.036811978,
1.0, 0.0,0.4207105, 0.40548718,-0.047779173, 0.068130076,
1.0, 0.0,0.42714, -0.41451752,-0.043331504, -0.07993588,
1.0, 0.0,0.41312587, -0.39442626,-0.03827378, -0.034528106,
1.0, 0.0,0.39954662, -0.3734288,-0.030981183, 0.011193246,
1.0, 0.0,0.38737434, -0.3531051,-0.022131443, 0.05382648,
1.0, 0.0,0.3755014, -0.3316549,-0.011033654, 0.09715617,
1.0, 0.0,0.3684914, 0.31810352,-0.06184709, -0.06672463,
1.0, 0.0,0.37989157, 0.33979183,-0.07092351, -0.020832151,
1.0, 0.0,0.39204025, 0.36107865,-0.07789761, 0.025754541,
1.0, 0.0,0.44338018, 0.43608373,0.079254806, -0.011905044,
1.0, 0.0,0.4587968, 0.4550754,0.07066667, 0.027715832,
1.0, 0.0,0.47525698, 0.47396114,0.063752174, 0.06906,
1.0, 0.0,0.4421333, -0.43448612,-0.004927218, -0.0692226,
1.0, 0.0,0.42737585, -0.4148433,0.0010991693, -0.025524884,
1.0, 0.0,0.41361886, -0.3951589,0.008907527, 0.016531974,
1.0, 0.0,0.4002794, -0.37460443,0.018780231, 0.05868414,
1.0, 0.0,0.4042638, 0.38090378,0.053209066, -0.077393144,
1.0, 0.0,0.42790657, 0.41557008,0.035355687, -0.007725686,
1.0, 0.0,0.43214172, 0.42133874,0.032851428, 0.004394233,
1.0, 0.0,0.44668788, 0.44026706,0.025668383, 0.045275807,
1.0, 0.0,0.46227586, 0.45917553,0.020204902, 0.08789566,
1.0, 0.0,0.46995682, -0.46802005,0.0322257, -0.091634214,
1.0, 0.0,0.45444918, -0.4498476,0.037492067, -0.050571352,
1.0, 0.0,0.43882245, -0.43019584,0.044985563, -0.008097231,
1.0, 0.0,0.42474854, -0.41118658,0.053833723, 0.031189859,
1.0, 0.0,0.4105898, -0.3906204,0.06500286, 0.07181272,
1.0, 0.0,0.374785, -0.33029184,-0.09709832, 0.0022689104,
1.0, 0.0,0.4139362, 0.39562154,-0.006562531, 8.5651875E-5,
1.0, 0.0,0.4147029, 0.39675483,-0.007006943, 0.002510488,
1.0, 0.0,0.42757058, 0.41510436,-0.013404936, 0.04253432,
1.0, 0.0,0.4423238, 0.4347232,-0.018474638, 0.086969465,
1.0, 0.0,0.4648198, -0.46213523,0.08404961, -0.028220892,
1.0, 0.0,0.44943947, -0.44370025,0.09256154, 0.010067999,
